"","Kingdom","Phylum","Class","Order","Family","Genus","Species","kluster"
"LHMB01000048.116.1671","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CP003047.3552780.3554321","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"MYNX01000046.66.1587","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica  ",26
"CP012151.4685128.4686683","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CP012091.1701688.1703243","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"LHST01000001.3812.5367","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"AJTU01000007.43487.45007","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"MYKA01000237.86.1606","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica  ",26
"JYYN01000083.38.1498","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"LHTK01000001.243249.244802","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. arizonae",26
"CP007401.4064895.4066448","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CCTB01000001.1156700.1158328","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"MYSK01000051.86.1607","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CTGV01000032.26339.27868","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CJEO01000048.206.1727","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CP007424.294189.295742","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CCBJ010003561.88805.90326","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CP007420.4223413.4224966","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"MXZU01000003.472.1993","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CP007321.4064895.4066448","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"MZQU01000022.45.1598","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CGLM01000035.26766.28287","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CP009768.1438888.1440429","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CP013222.3201115.3202670","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"MXDS01000149.63.1584","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"LHFJ01000012.33.1588","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CJFU01000014.143812.145333","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CP014975.4664590.4666143","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"JYUW01000058.144.1699","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"MLUV01000037.77.1630","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"LIOB01000002.144.1697","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"JYWS01000074.16.1569","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"MXZO01000262.153.1674","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"LHGO01000042.1.1451","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"LHJZ01000062.1.1529","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CJOX01000026.55.1584","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"JRDT01000104.4.1452","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CP009102.4131984.4133537","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"LF136752.10.1531","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica  ",26
"CJDW01000051.63.1584","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CJUF01000051.153.1682","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CQIE01000006.330.1859","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CP007584.1204523.1206076","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"MYBZ01000031.86.1607","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"LHHR01000037.1.1450","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"MXWT01000007.111292.112813","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"MXYN01000947.153.1674","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CJEF01000052.63.1584","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"MXVP01000052.153.1674","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"LHSV01000006.1283.2838","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CVEI01000050.206.1727","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"JYPX01000042.1.1459","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica  ",26
"CJRT01000027.3754.5283","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CP007418.3970483.3972038","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"MODR01000050.133951.135506","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CP007305.4266936.4268489","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CP016412.729942.731495","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"LRNM01000116.1.1334","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CEXI01000047.63.1584","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CTGW01000042.26356.27885","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CP011288.277311.278866","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. diarizonae",26
"MXEP01000056.95.1616","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"GU370902.1.1228","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica  ",26
"LDPA01000009.57562.59115","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CCTL01000001.4457348.4459016","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"MXSR01000076.295.1816","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CP019408.4043399.4044954","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CP007368.4064895.4066448","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"MZSJ01000005.243.1796","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"AETK01000030.38.1590","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CTMP01000041.25.1554","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CP014979.4571733.4573288","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"LHGF01000036.33.1493","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"MYDW01000041.25.1546","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica  ",26
"LFCH01000025.39613.41168","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"MKLW01000031.77.1630","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"JRDE01000025.4.1545","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"NABD01000063.39.1594","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"MXRK01000032.153.1674","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CJLH01000046.3601.5122","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"JYPS01000047.1.1554","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica  ",26
"CP015724.4739437.4740990","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica  ",26
"CP007312.4064897.4066450","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CFAL01000029.32027.33548","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CUYS01000051.67.1588","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"MYBM01000049.25.1546","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CVCJ01000063.206.1727","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"FFMO01000006.117520.119041","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CP014356.4410651.4412188","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CP007266.4266877.4268430","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CGDA01000029.780.2309","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CP014979.4615278.4616831","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"MXVQ01000266.156.1677","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CP008928.1015797.1017324","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"AWRH01000046.1047.2587","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. arizonae",26
"LHST01000007.198.1753","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"CTGL01000056.152.1681","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica subsp. enterica",26
"MXLX01000045.93.1614","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","Salmonella enterica  ",26
"KM005143.1.1490","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus rhamnosus  ",27
"AY733081.1.1446","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus oligofermentans  ",27
"HF679039.1.1450","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus nenjiangensis  ",27
"AY675253.1.1562","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus rhamnosus  ",27
"JTHZ01000002.67.1645","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus rhamnosus  ",27
"JQ043374.1.1489","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidipiscis  ",27
"AB690203.1.1512","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus casei  ",27
"KM350164.1.1467","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus rhamnosus  ",27
"FEYM01000015.491.2011","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","Neisseria","Neisseria meningitidis  ",28
